player_id,display_name,normalized_name,birth_date,age,nationality_id,primary_position,secondary_position,dominant_foot,height_cm,current_team_id,status,priority_manual,potential,source,phone,email,test_sheet,entry_date,entry_age,tags,general_notes,created_at
PLY0028,Declan Rice,declan rice,,27,CTY0002,MCD,,,,TEA0002,Seguir,,Medio-alto,Dataset inicial,,,,,27,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0029,Martin Zubimendi,martin zubimendi,,27,CTY0001,MCD,,,,TEA0002,Seguir,,Medio-alto,Dataset inicial,,,,,27,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0030,Martin Ødegaard,martin degaard,,27,CTY0014,MP,,,,TEA0002,Seguir,,Medio-alto,Dataset inicial,,,,,27,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0031,Bukayo Saka,bukayo saka,,24,CTY0002,ED,,,,TEA0002,Seguir,,Alto,Dataset inicial,,,,,24,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0032,Eberechi Eze,eberechi eze,,27,CTY0002,MP,,,,TEA0002,Seguir,,Medio-alto,Dataset inicial,,,,,27,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0033,Viktor Gyökeres,viktor gyokeres,,28,CTY0015,DC,,,,TEA0002,Seguir,,Medio-alto,Dataset inicial,,,,,28,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0034,Gabriel Martinelli,gabriel martinelli,,24,CTY0010,EI,,,,TEA0002,Seguir,,Medio-alto,Dataset inicial,,,,,24,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0035,Alisson Becker,alisson becker,,33,CTY0010,POR,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,33,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0036,Virgil van Dijk,virgil van dijk,,34,CTY0007,DFC,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,34,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0037,Ibrahima Konaté,ibrahima konate,,27,CTY0005,DFC,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0038,Trent Alexander-Arnold,trent alexander-arnold,,27,CTY0002,LD,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0039,Andrew Robertson,andrew robertson,,32,CTY0041,LI,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,32,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0040,Alexis Mac Allister,alexis mac allister,,27,CTY0009,MC,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,27,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0041,Dominik Szoboszlai,dominik szoboszlai,,25,CTY0043,MP,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,25,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0042,Ryan Gravenberch,ryan gravenberch,,24,CTY0007,MC,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,24,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0043,Mohamed Salah,mohamed salah,,33,CTY0025,ED,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,33,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0044,Luis Díaz,luis diaz,,29,CTY0033,EI,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,29,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0045,Darwin Núñez,darwin nunez,,26,CTY0011,DC,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,26,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0046,Cody Gakpo,cody gakpo,,27,CTY0007,EI,,,,TEA0004,Seguir,,Medio-alto,Dataset inicial,,,,,27,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0047,Robert Sánchez,robert sanchez,,28,CTY0001,POR,,,,TEA0003,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0048,Reece James,reece james,,26,CTY0002,LD,,,,TEA0003,Seguir,,Medio-alto,Dataset inicial,,,,,26,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0049,Levi Colwill,levi colwill,,23,CTY0002,DFC,,,,TEA0003,Seguir,,Alto,Dataset inicial,,,,,23,Sub-23,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0050,Malo Gusto,malo gusto,,23,CTY0005,LD,,,,TEA0003,Seguir,,Alto,Dataset inicial,,,,,23,Sub-23,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0051,Marc Cucurella,marc cucurella,,27,CTY0001,LI,,,,TEA0003,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0052,Moisés Caicedo,moises caicedo,,24,CTY0034,MCD,,,,TEA0003,Seguir,,Medio-alto,Dataset inicial,,,,,24,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0053,Enzo Fernández,enzo fernandez,,25,CTY0009,MC,,,,TEA0003,Seguir,,Medio-alto,Dataset inicial,,,,,25,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0054,Cole Palmer,cole palmer,,24,CTY0002,MP,,,,TEA0003,Seguir,,Medio-alto,Dataset inicial,,,,,24,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0055,Pedro Neto,pedro neto,,26,CTY0006,ED,,,,TEA0003,Seguir,,Medio-alto,Dataset inicial,,,,,26,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0056,Nicolas Jackson,nicolas jackson,,25,CTY0021,DC,,,,TEA0003,Seguir,,Medio-alto,Dataset inicial,,,,,25,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0057,Christopher Nkunku,christopher nkunku,,28,CTY0005,MP,,,,TEA0003,Seguir,,Medio-alto,Dataset inicial,,,,,28,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0058,João Pedro,joao pedro,,24,CTY0010,DC,,,,TEA0003,Seguir,,Medio-alto,Dataset inicial,,,,,24,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0059,Guglielmo Vicario,guglielmo vicario,,29,CTY0003,POR,,,,TEA0005,Seguir,,Medio-alto,Dataset inicial,,,,,29,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0060,Cristian Romero,cristian romero,,28,CTY0009,DFC,,,,TEA0005,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0061,Micky van de Ven,micky van de ven,,25,CTY0007,DFC,,,,TEA0005,Seguir,,Medio-alto,Dataset inicial,,,,,25,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0062,Pedro Porro,pedro porro,,26,CTY0001,LD,,,,TEA0005,Seguir,,Medio-alto,Dataset inicial,,,,,26,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0063,Destiny Udogie,destiny udogie,,23,CTY0003,LI,,,,TEA0005,Seguir,,Alto,Dataset inicial,,,,,23,Sub-23,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0064,Pape Matar Sarr,pape matar sarr,,23,CTY0021,MC,,,,TEA0005,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0065,Rodrigo Bentancur,rodrigo bentancur,,28,CTY0011,MC,,,,TEA0005,Seguir,,Medio-alto,Dataset inicial,,,,,28,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0066,James Maddison,james maddison,,29,CTY0002,MP,,,,TEA0005,Seguir,,Medio-alto,Dataset inicial,,,,,29,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0067,Dejan Kulusevski,dejan kulusevski,,26,CTY0015,ED,,,,TEA0005,Seguir,,Medio-alto,Dataset inicial,,,,,26,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0068,Son Heung-min,son heung-min,,33,CTY0032,EI,,,,TEA0005,Seguir,,Medio-alto,Dataset inicial,,,,,33,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0069,Richarlison,richarlison,,29,CTY0010,DC,,,,TEA0005,Seguir,,Medio-alto,Dataset inicial,,,,,29,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0070,Brennan Johnson,brennan johnson,,25,CTY0042,ED,,,,TEA0005,Seguir,,Medio-alto,Dataset inicial,,,,,25,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0071,André Onana,andre onana,,30,CTY0037,POR,,,,TEA0006,Seguir,,Medio-alto,Dataset inicial,,,,,30,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0072,Lisandro Martínez,lisandro martinez,,28,CTY0009,DFC,,,,TEA0006,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0073,Leny Yoro,leny yoro,,20,CTY0005,DFC,,,,TEA0006,Seguir,,Alto,Dataset inicial,,,,,20,Sub-23,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0074,Matthijs de Ligt,matthijs de ligt,,26,CTY0007,DFC,,,,TEA0006,Seguir,,Medio-alto,Dataset inicial,,,,,26,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0075,Diogo Dalot,diogo dalot,,27,CTY0006,LD,,,,TEA0006,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0076,Bruno Fernandes,bruno fernandes,,31,CTY0006,MP,,,,TEA0006,Seguir,,Medio-alto,Dataset inicial,,,,,31,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0077,Kobbie Mainoo,kobbie mainoo,,21,CTY0002,MC,,,,TEA0006,Seguir,,Alto,Dataset inicial,,,,,21,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0078,Manuel Ugarte,manuel ugarte,,25,CTY0011,MCD,,,,TEA0006,Seguir,,Medio-alto,Dataset inicial,,,,,25,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0079,Alejandro Garnacho,alejandro garnacho,,21,CTY0009,EI,,,,TEA0006,Seguir,,Alto,Dataset inicial,,,,,21,"Sub-23, último tercio",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0080,Amad Diallo,amad diallo,,23,CTY0020,ED,,,,TEA0006,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, último tercio",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0081,Rasmus Højlund,rasmus h jlund,,23,CTY0016,DC,,,,TEA0006,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, último tercio",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0082,Joshua Zirkzee,joshua zirkzee,,25,CTY0007,DC,,,,TEA0006,Seguir,,Medio-alto,Dataset inicial,,,,,25,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0083,Thibaut Courtois,thibaut courtois,,34,CTY0008,POR,,,,TEA0059,Seguir,,Medio-alto,Dataset inicial,,,,,34,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0084,Éder Militão,eder militao,,28,CTY0010,DFC,,,,TEA0059,Seguir,,Medio-alto,Dataset inicial,,,,,28,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0085,Antonio Rüdiger,antonio rudiger,,33,CTY0004,DFC,,,,TEA0059,Seguir,,Medio-alto,Dataset inicial,,,,,33,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0086,Ferland Mendy,ferland mendy,,31,CTY0005,LI,,,,TEA0059,Seguir,,Medio-alto,Dataset inicial,,,,,31,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0087,Dani Carvajal,dani carvajal,,34,CTY0001,LD,,,,TEA0059,Seguir,,Medio-alto,Dataset inicial,,,,,34,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0088,Aurélien Tchouaméni,aurelien tchouameni,,26,CTY0005,MCD,,,,TEA0059,Seguir,,Medio-alto,Dataset inicial,,,,,26,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0089,Federico Valverde,federico valverde,,27,CTY0011,MC,,,,TEA0059,Seguir,,Medio-alto,Dataset inicial,,,,,27,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0090,Eduardo Camavinga,eduardo camavinga,,23,CTY0005,MC,,,,TEA0059,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0091,Jude Bellingham,jude bellingham,,22,CTY0002,MP,,,,TEA0059,Seguir,,Alto,Dataset inicial,,,,,22,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0092,Vinícius Júnior,vinicius junior,,25,CTY0010,EI,,,,TEA0059,Seguir,,Alto,Dataset inicial,,,,,25,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0093,Rodrygo,rodrygo,,25,CTY0010,ED,,,,TEA0059,Seguir,,Medio-alto,Dataset inicial,,,,,25,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0094,Kylian Mbappé,kylian mbappe,,27,CTY0005,DC,,,,TEA0059,Seguir,,Alto,Dataset inicial,,,,,27,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0095,Endrick,endrick,,19,CTY0010,DC,,,,TEA0059,Seguir,,Alto,Dataset inicial,,,,,19,"Sub-23, último tercio",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0096,Arda Güler,arda guler,,21,CTY0026,MP,,,,TEA0059,Seguir,,Alto,Dataset inicial,,,,,21,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0097,Marc-André ter Stegen,marc-andre ter stegen,,34,CTY0004,POR,,,,TEA0051,Seguir,,Medio-alto,Dataset inicial,,,,,34,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0098,Pau Cubarsí,pau cubarsi,,19,CTY0001,DFC,,,,TEA0051,Seguir,,Alto,Dataset inicial,,,,,19,Sub-23,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0099,Ronald Araújo,ronald araujo,,27,CTY0011,DFC,,,,TEA0051,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0100,Jules Koundé,jules kounde,,27,CTY0005,LD,,,,TEA0051,Seguir,,Medio-alto,Dataset inicial,,,,,27,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0101,Alejandro Balde,alejandro balde,,22,CTY0001,LI,,,,TEA0051,Seguir,,Alto,Dataset inicial,,,,,22,Sub-23,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0102,Pedri,pedri,,23,CTY0001,MC,,,,TEA0051,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0103,Gavi,gavi,,21,CTY0001,MC,,,,TEA0051,Seguir,,Alto,Dataset inicial,,,,,21,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0104,Frenkie de Jong,frenkie de jong,,29,CTY0007,MC,,,,TEA0051,Seguir,,Medio-alto,Dataset inicial,,,,,29,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0105,Dani Olmo,dani olmo,,28,CTY0001,MP,,,,TEA0051,Seguir,,Medio-alto,Dataset inicial,,,,,28,centrocampista,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0106,Lamine Yamal,lamine yamal,,18,CTY0001,ED,,,,TEA0051,Seguir,,Alto,Dataset inicial,,,,,18,"Sub-23, último tercio",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0107,Raphinha,raphinha,,29,CTY0010,ED,,,,TEA0051,Seguir,,Medio-alto,Dataset inicial,,,,,29,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0108,Robert Lewandowski,robert lewandowski,,37,CTY0027,DC,,,,TEA0051,Seguir,,Medio-alto,Dataset inicial,,,,,37,último tercio,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0109,Fermín López,fermin lopez,,23,CTY0001,MP,,,,TEA0051,Seguir,,Alto,Dataset inicial,,,,,23,"Sub-23, centrocampista",Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0110,Jan Oblak,jan oblak,,33,CTY0029,POR,,,,TEA0046,Seguir,,Medio-alto,Dataset inicial,,,,,33,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
PLY0111,José María Giménez,jose maria gimenez,,31,CTY0011,DFC,,,,TEA0046,Seguir,,Medio-alto,Dataset inicial,,,,,31,,Jugador precargado como semilla de dataset 2025/26; revisar y completar tras observación propia.,2026-06-02 00:00:00
